"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrez"
"ENSG00000158234",65.3148165058002,-0.0476192019295391,0.22007102108194,-0.216381065055397,0.828690724564545,0.883673240114578,"FAIM","Fas apoptotic inhibitory molecule","55179"
"ENSG00000168772",1.12417019388457,0.372449719322084,1.72545942743628,0.215855390975769,0.82910047016989,0.884046277147254,"CXXC4","CXXC finger protein 4","80319"
"ENSG00000144476",0.453947075271916,0.581824313785656,2.70006341502268,0.215485425471301,0.829388873960685,NA,"ACKR3","atypical chemokine receptor 3","57007"
"ENSG00000204420",0.453947075271916,0.581824313785656,2.70006341502268,0.215485425471301,0.829388873960685,NA,"MPIG6B","megakaryocyte and platelet inhibitory receptor G6b","80739"
"ENSG00000275674",0.453947075271916,0.581824313785656,2.70006341502268,0.215485425471301,0.829388873960685,NA,NA,NA,NA
"ENSG00000196993",0.453947075271916,0.581824313785656,2.70006341502268,0.215485425471301,0.829388873960685,NA,"NPIPB9","nuclear pore complex interacting protein family member B9","100507607"
"ENSG00000110955",10650.4251311084,0.00777354161476036,0.0360924746304714,0.215378460311986,0.829472262122401,0.884378794287752,"ATP5F1B","ATP synthase F1 subunit beta","506"
"ENSG00000122481",31.8084693928623,-0.0692204943138835,0.321633274704525,-0.215215587931548,0.829599238262307,0.884450260952531,"RWDD3","RWD domain containing 3","25950"
"ENSG00000056736",32.5325245252866,-0.0693951463241189,0.322803307197585,-0.214976565533273,0.829785589403187,0.884585013443253,"IL17RB","interleukin 17 receptor B","55540"
"ENSG00000253506",3.88854724242703,0.192328959928002,0.896863785748084,0.214446121009979,0.830199178736879,0.88496197406863,"NACA2","nascent polypeptide associated complex subunit alpha 2","342538"
"ENSG00000117419",621.59818595531,-0.0167276200925085,0.0781021201203143,-0.214176261370882,0.830409607245674,0.885122333860907,"ERI3","ERI1 exoribonuclease family member 3","79033"
"ENSG00000143318",1.20004502488826,0.362035696236018,1.69669642361574,0.213376825221629,0.83103305507171,0.885722870369719,"CASQ1","calsequestrin 1","844"
"ENSG00000164764",4.41465385280621,0.190551143044523,0.895362187576707,0.212820181250058,0.831467221959937,0.886121597283799,"SBSPON","somatomedin B and thrombospondin type 1 domain containing","157869"
"ENSG00000169976",774.52597174545,0.0154626276764204,0.0727949595001882,0.21241343882306,0.831784502324698,0.886178141431699,"SF3B5","splicing factor 3b subunit 5","83443"
"ENSG00000115009",0.776307056720534,0.427322703134702,2.01258405501293,0.212325394345807,0.831853185232437,0.886178141431699,"CCL20","C-C motif chemokine ligand 20","6364"
"ENSG00000182759",0.776307056720534,0.427322703134702,2.01258405501293,0.212325394345807,0.831853185232437,0.886178141431699,"MAFA","MAF bZIP transcription factor A","389692"
"ENSG00000140853",273.268265786899,0.0245748854051912,0.115754236019781,0.212302255625372,0.831871235806544,0.886178141431699,"NLRC5","NLR family CARD domain containing 5","84166"
"ENSG00000158813",1.92520226676431,0.266215103343218,1.25411290575171,0.212273633515995,0.831893564108861,0.886178141431699,"EDA","ectodysplasin A","1896"
"ENSG00000048162",238.757727324924,-0.0271958504105868,0.128145259916597,-0.212226737284603,0.831930148471352,0.886178141431699,"NOP16","NOP16 nucleolar protein","51491"
"ENSG00000180953",20.7622610289176,0.0841841951380331,0.396824770680893,0.212144506487298,0.831994298669058,0.886178141431699,"ST20","suppressor of tumorigenicity 20","400410"
"ENSG00000100902",209.882015885063,-0.026795060964132,0.126310654803005,-0.21213618919102,0.832000787251722,0.886178141431699,"PSMA6","proteasome 20S subunit alpha 6","5687"
"ENSG00000137860",0.858440808325783,0.431192802737424,2.03540604656585,0.211846085190194,0.832227113606451,0.886355217941932,"SLC28A2","solute carrier family 28 member 2","9153"
"ENSG00000153237",2.32656653951739,0.239257229753375,1.13287113146737,0.211195451192646,0.832734760127755,0.886831864510242,"CCDC148","coiled-coil domain containing 148","130940"
"ENSG00000275895",7.33697987617315,0.135463972759992,0.643138831138988,0.210629441422604,0.833176436729585,0.88723819180861,"LOC102724594","U2 small nuclear RNA auxiliary factor 1 like 5","102724594"
"ENSG00000155868",151.585735144964,-0.031303440030178,0.148947625896526,-0.210164075068403,0.833539617316319,0.887532187948239,"MED7","mediator complex subunit 7","9443"
"ENSG00000181827",466.328000420903,-0.0183526868420763,0.0873432041452424,-0.210121520290895,0.833572829632557,0.887532187948239,"RFX7","regulatory factor X7","64864"
"ENSG00000141971",350.54255534194,-0.0209459360251988,0.0997859138938735,-0.209908745712102,0.833738896206745,0.887644946935655,"MVB12A","multivesicular body subunit 12A","93343"
"ENSG00000268350",8.93521227152946,-0.123765243213079,0.589854464277605,-0.209823355943664,0.833805543407963,0.887651849876693,"FAM156A","family with sequence similarity 156 member A","29057"
"ENSG00000143977",446.366855115414,-0.0190970437724739,0.0911075663345428,-0.209609855040474,0.833972187304774,0.887765198520536,"SNRPG","small nuclear ribonucleoprotein polypeptide G","6637"
"ENSG00000019485",111.125184175608,-0.0358810602978497,0.171361512063627,-0.209388093427461,0.834145286830961,0.887885402344997,"PRDM11","PR/SET domain 11","56981"
"ENSG00000136197",7.49498845878208,0.135718068493383,0.648933195733377,0.209140277282324,0.834338733142891,0.888002972063694,"C7orf25","chromosome 7 open reading frame 25","79020"
"ENSG00000167641",12.5352526831213,-0.110288727401618,0.527464090098951,-0.209092390310264,0.834376115068388,0.888002972063694,"PPP1R14A","protein phosphatase 1 regulatory inhibitor subunit 14A","94274"
"ENSG00000177943",36.1801627559608,-0.0650612740847849,0.311535432700259,-0.208840687946346,0.834572607208582,0.888148027030829,"MAMDC4","MAM domain containing 4","158056"
"ENSG00000146192",0.416560714495948,0.578501551532494,2.77421667261353,0.208527890861351,0.834816807502847,NA,"FGD2","FYVE, RhoGEF and PH domain containing 2","221472"
"ENSG00000168925",0.416560714495948,0.578501551532494,2.77421667261353,0.208527890861351,0.834816807502847,NA,"CTRB1","chymotrypsinogen B1","1504"
"ENSG00000104826",0.416560714495948,0.578501551532494,2.77421667261353,0.208527890861351,0.834816807502847,NA,"LHB","luteinizing hormone subunit beta","3972"
"ENSG00000205426",0.827475353099143,0.432643158960634,2.07729288990196,0.208272584508317,0.835016136661877,0.888555937995625,"KRT81","keratin 81","3887"
"ENSG00000197134",5.88437646439967,-0.157449543445982,0.756592101810734,-0.208103604398145,0.835148072868366,0.888623868931236,"ZNF257","zinc finger protein 257","113835"
"ENSG00000014824",1649.1453883586,0.0124698113718943,0.0599404849797166,0.208036544517682,0.835200433134706,0.888623868931236,"SLC30A9","solute carrier family 30 member 9","10463"
"ENSG00000146216",5.21842489997968,0.162547463328127,0.781893893389863,0.207889414027025,0.835315314987204,0.888682013074792,"TTBK1","tau tubulin kinase 1","84630"
"ENSG00000079482",211.926846510249,-0.0270994618070118,0.130453400365321,-0.207732889530842,0.835437535687817,0.888747955983708,"OPHN1","oligophrenin 1","4983"
"ENSG00000105929",1.16595010936084,0.354684304761223,1.70889059849886,0.207552376420579,0.835578492609358,0.888833819751872,"ATP6V0A4","ATPase H+ transporting V0 subunit a4","50617"
"ENSG00000154781",215.260296864906,-0.0262735628861782,0.126769825517941,-0.207254074688774,0.835811438475381,0.889017515915635,"CCDC174","coiled-coil domain containing 174","51244"
"ENSG00000277972",212.975487539911,-0.026432635179128,0.127608777996096,-0.207138063652147,0.835902036179438,0.88904978674967,"CISD3","CDGSH iron sulfur domain 3","284106"
"ENSG00000184005",28.153737692956,-0.0703306716581283,0.340083471877477,-0.206804145081966,0.836162818825141,0.889263045408068,"ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","256435"
"ENSG00000262180",2.73106027257126,0.222939656829446,1.08015626186059,0.206395745413195,0.836481793958298,0.88953815684451,NA,NA,NA
"ENSG00000147251",403.215696297866,0.0190882421350179,0.0925479575649004,0.206252440758966,0.836593726529155,0.889593069636839,"DOCK11","dedicator of cytokinesis 11","139818"
"ENSG00000154237",309.278877923036,0.0216359814219944,0.105055524063237,0.20594806046535,0.83683148322691,0.889716915938133,"LRRK1","leucine rich repeat kinase 1","79705"
"ENSG00000205517",4.43501867890594,0.168987778163651,0.820650746318775,0.205919240214775,0.836853995994533,0.889716915938133,"RGL3","ral guanine nucleotide dissociation stimulator like 3","57139"
"ENSG00000095951",583.242830931444,0.0162402552250173,0.0788853080252753,0.205871734947322,0.836891104743759,0.889716915938133,"HIVEP1","HIVEP zinc finger 1","3096"
"ENSG00000249709",4.01050778886139,-0.182135609028295,0.885959910675758,-0.205579966806142,0.837119027442509,0.889895102736997,"ZNF564","zinc finger protein 564","163050"
"ENSG00000160207",9.75608294269774,-0.117080017397619,0.569734176044055,-0.205499375534329,0.837181985938932,0.889897912142868,"HSF2BP","heat shock transcription factor 2 binding protein","11077"
"ENSG00000167524",12.0847068878053,-0.104532337815886,0.50889838453524,-0.205409058060485,0.837252543855202,0.889908798504405,"RSKR","ribosomal protein S6 kinase related","124923"
"ENSG00000128298",12.0107294721572,-0.104962423404815,0.511771266780853,-0.205096358896915,0.837496841147791,0.890104336139929,"BAIAP2L2","BAR/IMD domain containing adaptor protein 2 like 2","80115"
"ENSG00000132950",148.460236852987,0.0311569010374904,0.152181360644539,0.204735329645698,0.837778915973148,0.89033999324842,"ZMYM5","zinc finger MYM-type containing 5","9205"
"ENSG00000164406",6.14241394168256,-0.147676889180788,0.722032007056398,-0.204529560653192,0.837939694140252,0.890416229933992,"LEAP2","liver enriched antimicrobial peptide 2","116842"
"ENSG00000084073",1831.6809083446,0.0109624068288689,0.0536195735684174,0.204447855499655,0.838003536563457,0.890416229933992,"ZMPSTE24","zinc metallopeptidase STE24","10269"
"ENSG00000159377",2601.30244477703,0.0104168987246756,0.0509848469823848,0.204313621423139,0.838108426126823,0.890416229933992,"PSMB4","proteasome 20S subunit beta 4","5692"
"ENSG00000165685",52.6212072426394,0.0500427119349026,0.244967429709615,0.204283124471785,0.838132256631228,0.890416229933992,"TMEM52B","transmembrane protein 52B","120939"
"ENSG00000092929",4.31049407489536,-0.170913379777965,0.836755150133712,-0.20425733830339,0.838152406216842,0.890416229933992,"UNC13D","unc-13 homolog D","201294"
"ENSG00000171843",359.657045728415,-0.0202061934884865,0.0992737722376548,-0.203540099595634,0.838712906638022,0.890947528586463,"MLLT3","MLLT3 super elongation complex subunit","4300"
"ENSG00000126231",1.98496232295492,0.251893946762091,1.2404918581241,0.203059734017933,0.839088343624299,0.891267086101606,"PROZ","protein Z, vitamin K dependent plasma glycoprotein","8858"
"ENSG00000258484",28.7382801122678,0.0680223150807875,0.335218156135983,0.202919543096567,0.839197918867688,0.891267086101606,"SPESP1","sperm equatorial segment protein 1","246777"
"ENSG00000158411",153.762547948245,0.0294847909606164,0.145308594079363,0.202911542482566,0.839204172356873,0.891267086101606,"MITD1","microtubule interacting and trafficking domain containing 1","129531"
"ENSG00000168310",248.256539999875,0.0235878009480526,0.116284250579724,0.202846050350395,0.839255363102184,0.891267086101606,"IRF2","interferon regulatory factor 2","3660"
"ENSG00000177239",1574.04971378814,0.0113956657955122,0.0562602983696077,0.202552530394475,0.839484796039031,0.891446572675965,"MAN1B1","mannosidase alpha class 1B member 1","11253"
"ENSG00000100418",1303.38080391122,0.0120872385951361,0.05972879549514,0.202368698295943,0.839628497265628,0.891535001702561,"DESI1","desumoylating isopeptidase 1","27351"
"ENSG00000116337",1638.74767463805,0.0112666668202098,0.0557289385777656,0.202169054493798,0.839784564528411,0.8916365475714,"AMPD2","adenosine monophosphate deaminase 2","271"
"ENSG00000110811",2249.19910643854,-0.0100833270355033,0.0499023768072651,-0.202061057621513,0.839868991394145,0.891662020510125,"P3H3","prolyl 3-hydroxylase 3","10536"
"ENSG00000198740",194.789597857508,-0.0279715605713285,0.138540913723348,-0.201901083366499,0.839994055113973,0.891730629525943,"ZNF652","zinc finger protein 652","22834"
"ENSG00000197465",6.90152068789264,0.13521316605538,0.674077449337003,0.200589956225906,0.841019212224027,0.892594139688838,"GYPE","glycophorin E (MNS blood group)","2996"
"ENSG00000135519",1.10179649846993,0.332990658240634,1.6602614216556,0.200565196478864,0.841038574220432,0.892594139688838,"KCNH3","potassium voltage-gated channel subfamily H member 3","23416"
"ENSG00000278384",1.10179649846993,0.332990658240634,1.6602614216556,0.200565196478864,0.841038574220432,0.892594139688838,NA,NA,NA
"ENSG00000181585",2.30732230440353,0.2274227799306,1.1339881958052,0.200551276258319,0.841049459804407,0.892594139688838,"TMIE","transmembrane inner ear","259236"
"ENSG00000178460",4.33714987105089,-0.175398791216677,0.876280815920399,-0.200162765211797,0.841353286900461,0.892825011820521,"MCMDC2","minichromosome maintenance domain containing 2","157777"
"ENSG00000007202",3607.62404543458,0.00850437113035027,0.0424967097280739,0.200118342920374,0.841388027948524,0.892825011820521,"BLTP2","bridge-like lipid transfer protein family member 2","9703"
"ENSG00000108963",336.084733382747,0.0199057955308932,0.0999709439347685,0.199115810528725,0.842172153843681,0.893518184762992,"DPH1","diphthamide biosynthesis 1","1801"
"ENSG00000204217",2339.79779567062,-0.01122317206314,0.0563770608595987,-0.199073380059493,0.842205344089644,0.893518184762992,"BMPR2","bone morphogenetic protein receptor type 2","659"
"ENSG00000213413",2.33473113878186,-0.227989927267387,1.14565676150231,-0.199003693714008,0.842259855218067,0.893518184762992,"PVRIG","PVR related immunoglobulin domain containing","79037"
"ENSG00000233822",20.3968501292661,0.0797369579032356,0.400878067835737,0.198905762876278,0.84233646146661,0.893518184762992,"H2BC15","H2B clustered histone 15","8341"
"ENSG00000185100",23.9410280208632,-0.0744184404842971,0.37415748723102,-0.198896034488141,0.842344071564894,0.893518184762992,"ADSS1","adenylosuccinate synthase 1","122622"
"ENSG00000215018",2.03300115903274,0.249286825990278,1.25457598765998,0.198702054273529,0.842495816990189,0.893614901788156,"COL28A1","collagen type XXVIII alpha 1 chain","340267"
"ENSG00000157429",15.7070791025919,-0.0906495286341135,0.456519132777821,-0.198566767799042,0.842601651367645,0.89366291167265,"ZNF19","zinc finger protein 19","7567"
"ENSG00000170322",445.854723289497,0.0181729702715994,0.0915648325127789,0.198471069873504,0.842676517408001,0.893678072012482,"NFRKB","nuclear factor related to kappaB binding protein","4798"
"ENSG00000049768",1.22571016555145,0.323395336010239,1.63308193478104,0.198027624409181,0.843023450542452,0.893981742924124,"FOXP3","forkhead box P3","50943"
"ENSG00000176049",0.88410594898897,0.382847249306791,1.93872848137181,0.197473371328354,0.843457117739294,0.894313066124725,"JAKMIP2","janus kinase and microtubule interacting protein 2","9832"
"ENSG00000157470",0.88410594898897,0.382847249306791,1.93872848137181,0.197473371328354,0.843457117739294,0.894313066124725,"FAM81A","family with sequence similarity 81 member A","145773"
"ENSG00000134283",719.260625458706,-0.0145251310784214,0.0736139558867553,-0.197314909971233,0.843581112235962,0.89438026228294,"PPHLN1","periphilin 1","51535"
"ENSG00000007933",2.06396661425938,0.248525512476634,1.26059169607694,0.197149888619816,0.843710243986433,0.894452895004372,"FMO3","flavin containing dimethylaniline monoxygenase 3","2328"
"ENSG00000162664",462.418246921054,0.0183197292031865,0.0930317552225844,0.196919096703651,0.843890849263161,0.894580082628874,"ZNF326","zinc finger protein 326","284695"
"ENSG00000171551",0.836067112911142,0.386835454585952,1.96889532674142,0.196473346923006,0.844239692171745,0.89462848655476,"ECEL1","endothelin converting enzyme like 1","9427"
"ENSG00000189283",0.836067112911142,0.386835454585952,1.96889532674142,0.196473346923006,0.844239692171745,0.89462848655476,"FHIT","fragile histidine triad diadenosine triphosphatase","2272"
"ENSG00000120211",0.836067112911142,0.386835454585952,1.96889532674142,0.196473346923006,0.844239692171745,0.89462848655476,"INSL4","insulin like 4","3641"
"ENSG00000204352",0.836067112911142,0.386835454585952,1.96889532674142,0.196473346923006,0.844239692171745,0.89462848655476,NA,NA,NA
"ENSG00000196689",0.836067112911142,0.386835454585952,1.96889532674142,0.196473346923006,0.844239692171745,0.89462848655476,"TRPV1","transient receptor potential cation channel subfamily V member 1","7442"
"ENSG00000282034",3.76792502059407,0.175337949244475,0.894289695695559,0.196063926587123,0.844560130647994,0.894893305712915,NA,NA,NA
"ENSG00000251503",2.62968228585215,0.208091344564273,1.06169564302149,0.195999056727843,0.844610904300688,0.894893305712915,"CENPS-CORT","CENPS-CORT readthrough","100526739"
"ENSG00000008382",81.6258337008378,0.0384580081539249,0.196461596835914,0.195753311452749,0.844803255033228,0.894963725584441,"MPND","MPN domain containing","84954"
"ENSG00000038532",738.005012202265,-0.0139671010141598,0.0713537914023696,-0.195744342937549,0.844810275080686,0.894963725584441,"CLEC16A","C-type lectin domain containing 16A","23274"
"ENSG00000176715",237.519709431664,0.0240300820761876,0.122801916033763,0.195681654263283,0.844859344580459,0.894963725584441,"ACSF3","acyl-CoA synthetase family member 3","197322"
"ENSG00000123444",99.9487730540877,0.034915157562644,0.178699919536439,0.195384293698713,0.845092111474135,0.89514602718712,"KBTBD4","kelch repeat and BTB domain containing 4","55709"
"ENSG00000187630",120.080983307381,0.0317325903156426,0.16251105298005,0.19526419731917,0.845186123945692,0.895181340466242,"DHRS4L2","dehydrogenase/reductase 4 like 2","317749"
"ENSG00000142621",0.805101657684502,0.388071418546277,1.99047313451869,0.194964409122817,0.845420810323722,0.895230496588081,"FHAD1","forkhead associated phosphopeptide binding domain 1","114827"
"ENSG00000213931",0.805101657684502,0.388071418546277,1.99047313451869,0.194964409122817,0.845420810323722,0.895230496588081,"HBE1","hemoglobin subunit epsilon 1","3046"
"ENSG00000181392",0.805101657684502,0.388071418546277,1.99047313451869,0.194964409122817,0.845420810323722,0.895230496588081,"SYNE4","spectrin repeat containing nuclear envelope family member 4","163183"
"ENSG00000213185",4.21663910317733,-0.169958672378546,0.872179030520139,-0.194866726246775,0.845497283411148,0.895230496588081,"FAM24B","family with sequence similarity 24 member B","196792"
"ENSG00000022567",175.832841643228,0.0263847530280153,0.135433264958162,0.194817373975042,0.845535920425303,0.895230496588081,"SLC45A4","solute carrier family 45 member 4","57210"
"ENSG00000196275",17.1516928318184,-0.0833140923139914,0.42825713621695,-0.194542216038603,0.845751343477662,0.895377571368016,"GTF2IRD2","GTF2I repeat domain containing 2","84163"
"ENSG00000163684",239.567253788036,0.0229641045069399,0.118107945601024,0.194433188978784,0.845836704707991,0.895377571368016,"RPP14","ribonuclease P/MRP subunit p14","11102"
"ENSG00000242715",10.2939626193646,-0.105166955698938,0.540961676919618,-0.194407404786578,0.845856892349696,0.895377571368016,"CCDC169","coiled-coil domain containing 169","728591"
"ENSG00000115661",262.196723256451,-0.0222420986098794,0.114506971250208,-0.194242310027381,0.845986155102774,0.895450156566922,"STK16","serine/threonine kinase 16","8576"
"ENSG00000125356",703.636031337711,0.0157617267072368,0.0812456578149755,0.194000850397835,0.846175216032904,0.89557716718581,"NDUFA1","NADH:ubiquinone oxidoreductase subunit A1","4694"
"ENSG00000156026",607.795770149782,0.0149884058618726,0.0772861122075876,0.193934012641421,0.846227551019207,0.89557716718581,"MCU","mitochondrial calcium uniporter","90550"
"ENSG00000109625",6.93791639317627,0.132565096967094,0.684393436192675,0.193697206835533,0.84641297904778,0.89563685240419,"CPZ","carboxypeptidase Z","8532"
"ENSG00000279765",0.757062821606675,0.392207334174747,2.02555653479209,0.193629418600753,0.846466061401926,0.89563685240419,NA,NA,NA
"ENSG00000205209",0.757062821606675,0.392207334174747,2.02555653479209,0.193629418600753,0.846466061401926,0.89563685240419,"SCGB2B2","secretoglobin family 2B member 2","284402"
"ENSG00000187144",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SPATA21","spermatogenesis associated 21","374955"
"ENSG00000158816",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"VWA5B1","von Willebrand factor A domain containing 5B1","127731"
"ENSG00000188822",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CNR2","cannabinoid receptor 2","1269"
"ENSG00000274944",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000134709",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"HOOK1","hook microtubule tethering protein 1","51361"
"ENSG00000213512",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GBP7","guanylate binding protein 7","388646"
"ENSG00000143452",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"HORMAD1","HORMA domain containing 1","84072"
"ENSG00000159409",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CELF3","CUGBP Elav-like family member 3","11189"
"ENSG00000163239",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TDRD10","tudor domain containing 10","126668"
"ENSG00000143194",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"MAEL","maelstrom spermatogenic transposon silencer","84944"
"ENSG00000203737",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GPR52","G protein-coupled receptor 52","9293"
"ENSG00000198216",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CACNA1E","calcium voltage-gated channel subunit alpha1 E","777"
"ENSG00000196660",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SLC30A10","solute carrier family 30 member 10","55532"
"ENSG00000280034",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000163217",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"BMP10","bone morphogenetic protein 10","27302"
"ENSG00000136688",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"IL36G","interleukin 36 gamma","56300"
"ENSG00000163064",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"EN1","engrailed homeobox 1","2019"
"ENSG00000144410",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CPO","carboxypeptidase O","130749"
"ENSG00000206557",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TRIM71","tripartite motif containing 71","131405"
"ENSG00000173578",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"XCR1","X-C motif chemokine receptor 1","2829"
"ENSG00000241186",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CRIPTO","cripto, EGF-CFC family member","6997"
"ENSG00000186451",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SPATA12","spermatogenesis associated 12","353324"
"ENSG00000144837",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"PLA1A","phospholipase A1 member A","51365"
"ENSG00000181092",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"ADIPOQ","adiponectin, C1Q and collagen domain containing","9370"
"ENSG00000137440",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"FGFBP1","fibroblast growth factor binding protein 1","9982"
"ENSG00000109255",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"NMU","neuromedin U","10874"
"ENSG00000152208",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GRID2","glutamate ionotropic receptor delta type subunit 2","2895"
"ENSG00000145423",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SFRP2","secreted frizzled related protein 2","6423"
"ENSG00000168843",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"FSTL5","follistatin like 5","56884"
"ENSG00000088926",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"F11","coagulation factor XI","2160"
"ENSG00000281325",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000280447",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000145888",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GLRA1","glycine receptor alpha 1","2741"
"ENSG00000182132",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"KCNIP1","potassium voltage-gated channel interacting protein 1","30820"
"ENSG00000259040",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"BLOC1S5-TXNDC5","BLOC1S5-TXNDC5 readthrough (NMD candidate)","100526836"
"ENSG00000181355",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000232810",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TNF","tumor necrosis factor","7124"
"ENSG00000227507",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"LTB","lymphotoxin beta","4050"
"ENSG00000250264",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000171611",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"PTCRA","pre T cell antigen receptor alpha","171558"
"ENSG00000256980",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"KHDC1L","KH domain containing 1 like","100129128"
"ENSG00000187772",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"LIN28B","lin-28 homolog B","389421"
"ENSG00000182747",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SLC35D3","solute carrier family 35 member D3","340146"
"ENSG00000257065",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000281889",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000196335",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"STK31","serine/threonine kinase 31","56164"
"ENSG00000281656",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000106526",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"ACTR3C","actin related protein 3C","653857"
"ENSG00000198223",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CSF2RA","colony stimulating factor 2 receptor subunit alpha","1438"
"ENSG00000238269",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"PAGE2B","PAGE family member 2B","389860"
"ENSG00000078596",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"ITM2A","integral membrane protein 2A","9452"
"ENSG00000204065",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TCEAL5","transcription elongation factor A like 5","340543"
"ENSG00000147223",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"RIPPLY1","ripply transcriptional repressor 1","92129"
"ENSG00000171116",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"HSFX1","heat shock transcription factor family, X-linked 1","100506164"
"ENSG00000123584",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"MAGEA9","MAGE family member A9","4108"
"ENSG00000223443",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"USP17L2","ubiquitin specific peptidase 17 like family member 2","377630"
